| age_category | gender | dependent_count | education     | marital  | income_category | card_category | years_on_book | total_relationship_count | months_inactive_12_mon | contacts_count_12_mon | credit_limit | total_revolving_bal | avg_open_to_buy | total_trans_amt | total_trans_ct | avg_utilization_ratio |
| 50s          | F      | 0               | Uneducated    | Divorced | Less than $40K  | Blue          | 2 - 3         | 3                        | 2                      | 6                     | 9909         | 0                   | 9909            | 1844            | 41             | 0                     |
| 50s          | M      | 1               | Graduate      | Divorced | $120K +         | Blue          | 3 - 4         | 1                        | 3                      | 2                     | 1656         | 0                   | 1656            | 2073            | 44             | 0                     |
| 40s          | F      | 4               | Doctorate     | Married  | Less than $40K  | Blue          | 1 - 2         | 3                        | 2                      | 3                     | 4304         | 0                   | 4304            | 1788            | 36             | 0                     |
| 50s          | F      | 3               | Graduate      | Single   | Less than $40K  | Blue          | 2 - 3         | 3                        | 3                      | 5                     | 2060         | 0                   | 2060            | 1976            | 44             | 0                     |
| 40s          | M      | 4               | High School   | Unknown  | $60K - $80K     | Blue          | 2 - 3         | 4                        | 3                      | 4                     | 1871         | 0                   | 1871            | 2593            | 48             | 0                     |
| 40s          | F      | 3               | Unknown       | Married  | Less than $40K  | Blue          | 2 - 3         | 3                        | 2                      | 3                     | 1438         | 0                   | 1438            | 1852            | 38             | 0                     |
| 40s          | F      | 4               | Graduate      | Single   | Less than $40K  | Blue          | 3 - 4         | 6                        | 4                      | 3                     | 2473         | 0                   | 2473            | 2133            | 44             | 0                     |
| 40s          | F      | 3               | Graduate      | Unknown  | Unknown         | Blue          | 2 - 3         | 3                        | 2                      | 1                     | 8869         | 0                   | 8869            | 1935            | 40             | 0                     |
| 50s          | F      | 4               | Graduate      | Married  | Unknown         | Blue          | 3 - 4         | 2                        | 3                      | 5                     | 3853         | 696                 | 3157            | 2443            | 38             | 0,18                  |
| 50s          | M      | 3               | Post-Graduate | Divorced | $60K - $80K     | Blue          | 2 - 3         | 3                        | 2                      | 3                     | 14409        | 511                 | 13898           | 2351            | 39             | 0,04                  |
| 50s          | F      | 1               | High School   | Single   | $40K - $60K     | Blue          | 2 - 3         | 5                        | 3                      | 3                     | 1665         | 0                   | 1665            | 2748            | 40             | 0                     |
| 40s          | F      | 4               | Uneducated    | Single   | Unknown         | Blue          | 3 - 4         | 3                        | 4                      | 3                     | 6263         | 2517                | 3746            | 2613            | 50             | 0,4                   |
| 50s          | F      | 3               | High School   | Married  | Less than $40K  | Blue          | 3 - 4         | 3                        | 5                      | 1                     | 2003         | 1735                | 268             | 2343            | 42             | 0,87                  |
| 30s          | M      | 1               | High School   | Single   | $120K +         | Blue          | 2 - 3         | 5                        | 3                      | 3                     | 10874        | 2415                | 8459            | 4619            | 59             | 0,22                  |
| 50s          | M      | 2               | College       | Single   | $80K - $120K    | Blue          | 3 - 4         | 2                        | 2                      | 2                     | 13769        | 0                   | 13769           | 4738            | 53             | 0                     |
| 30s          | M      | 2               | Graduate      | Divorced | $40K - $60K     | Silver        | 1 - 2         | 5                        | 2                      | 3                     | 17894        | 304                 | 17590           | 4691            | 63             | 0,02                  |
| 40s          | M      | 1               | Post-Graduate | Single   | $80K - $120K    | Blue          | 3 - 4         | 4                        | 2                      | 2                     | 13174        | 0                   | 13174           | 4890            | 49             | 0                     |
| 50s          | F      | 2               | Graduate      | Single   | Unknown         | Blue          | 3 - 4         | 2                        | 3                      | 3                     | 3608         | 2517                | 1091            | 4907            | 53             | 0,7                   |
| 50s          | M      | 2               | Graduate      | Single   | $120K +         | Blue          | 3 - 4         | 2                        | 1                      | 2                     | 31782        | 0                   | 31782           | 4800            | 53             | 0                     |
| 50s          | M      | 4               | Unknown       | Single   | $120K +         | Silver        | 3 - 4         | 2                        | 3                      | 3                     | 34516        | 1279                | 33237           | 4615            | 49             | 0,04                  |
| 40s          | M      | 4               | Unknown       | Single   | $60K - $80K     | Blue          | 2 - 3         | 4                        | 3                      | 6                     | 18975        | 0                   | 18975           | 4803            | 65             | 0                     |
| 30s          | M      | 1               | Unknown       | Unknown  | $40K - $60K     | Blue          | 2 - 3         | 2                        | 3                      | 3                     | 6893         | 1462                | 5431            | 4782            | 50             | 0,21                  |
| 50s          | M      | 2               | High School   | Divorced | $120K +         | Blue          | 3 - 4         | 5                        | 3                      | 2                     | 16828        | 2517                | 14311           | 4939            | 63             | 0,15                  |
| 40s          | M      | 2               | Post-Graduate | Married  | $60K - $80K     | Blue          | 2 - 3         | 2                        | 2                      | 2                     | 2476         | 2250                | 226             | 4659            | 48             | 0,91                  |
| 50s          | F      | 3               | Graduate      | Single   | Less than $40K  | Silver        | 3 - 4         | 1                        | 5                      | 2                     | 13432        | 0                   | 13432           | 4909            | 50             | 0                     |
| 50s          | M      | 1               | Post-Graduate | Unknown  | $80K - $120K    | Blue          | 3 - 4         | 2                        | 3                      | 4                     | 2673         | 0                   | 2673            | 4929            | 54             | 0                     |
| 40s          | M      | 2               | College       | Divorced | $80K - $120K    | Blue          | 3 - 4         | 4                        | 3                      | 3                     | 4479         | 0                   | 4479            | 4520            | 63             | 0                     |
| 30s          | F      | 2               | College       | Unknown  | Less than $40K  | Blue          | 2 - 3         | 2                        | 2                      | 6                     | 7385         | 1817                | 5568            | 5070            | 50             | 0,25                  |
| 40s          | F      | 3               | Graduate      | Married  | Less than $40K  | Silver        | 2 - 3         | 4                        | 3                      | 1                     | 14057        | 1381                | 12676           | 4729            | 54             | 0,1                   |
| 40s          | M      | 3               | Graduate      | Single   | $80K - $120K    | Blue          | 2 - 3         | 2                        | 2                      | 2                     | 29338        | 159                 | 29179           | 4983            | 40             | 0,01                  |
| 40s          | F      | 3               | High School   | Married  | Unknown         | Blue          | 3 - 4         | 1                        | 4                      | 2                     | 8383         | 0                   | 8383            | 5460            | 63             | 0                     |
| 40s          | F      | 4               | High School   | Married  | Less than $40K  | Blue          | 2 - 3         | 2                        | 3                      | 2                     | 2913         | 0                   | 2913            | 4955            | 56             | 0                     |
| 40s          | F      | 5               | College       | Single   | $40K - $60K     | Blue          | 2 - 3         | 2                        | 3                      | 1                     | 11508        | 0                   | 11508           | 5242            | 74             | 0                     |
| 40s          | M      | 3               | High School   | Married  | $80K - $120K    | Blue          | 2 - 3         | 1                        | 3                      | 2                     | 10908        | 0                   | 10908           | 4883            | 42             | 0                     |
| 60s          | M      | 1               | High School   | Single   | $60K - $80K     | Blue          | 3 - 4         | 2                        | 3                      | 3                     | 7547         | 2477                | 5070            | 5294            | 73             | 0,33                  |
| 40s          | M      | 4               | Unknown       | Married  | $120K +         | Blue          | 2 - 3         | 4                        | 3                      | 3                     | 34516        | 0                   | 34516           | 5425            | 60             | 0                     |
| 50s          | M      | 1               | Post-Graduate | Unknown  | $80K - $120K    | Gold          | 2 - 3         | 2                        | 3                      | 2                     | 34516        | 0                   | 34516           | 5547            | 75             | 0                     |
| 40s          | M      | 2               | Post-Graduate | Married  | $60K - $80K     | Blue          | 2 - 3         | 6                        | 3                      | 4                     | 23026        | 2517                | 20509           | 4909            | 52             | 0,11                  |
| 40s          | M      | 4               | Unknown       | Married  | $80K - $120K    | Blue          | 3 - 4         | 2                        | 3                      | 2                     | 29890        | 0                   | 29890           | 3315            | 47             | 0                     |
| 50s          | F      | 0               | Graduate      | Single   | Unknown         | Platinum      | 3 - 4         | 2                        | 2                      | 2                     | 34516        | 0                   | 34516           | 3901            | 54             | 0                     |
| 60s          | M      | 0               | Post-Graduate | Single   | $60K - $80K     | Blue          | 3 - 4         | 5                        | 3                      | 2                     | 12218        | 0                   | 12218           | 5272            | 62             | 0                     |
| 40s          | F      | 4               | Graduate      | Single   | Less than $40K  | Blue          | 2 - 3         | 4                        | 3                      | 1                     | 3015         | 0                   | 3015            | 5372            | 75             | 0                     |
| 40s          | M      | 2               | High School   | Married  | $120K +         | Blue          | 3 - 4         | 2                        | 3                      | 2                     | 11714        | 949                 | 10765           | 5366            | 68             | 0,08                  |
| 40s          | F      | 4               | High School   | Unknown  | Less than $40K  | Blue          | 3 - 4         | 5                        | 3                      | 3                     | 7552         | 0                   | 7552            | 5537            | 63             | 0                     |
| 40s          | M      | 3               | Graduate      | Single   | $40K - $60K     | Blue          | 2 - 3         | 5                        | 3                      | 2                     | 6080         | 787                 | 5293            | 4866            | 56             | 0,13                  |
| 50s          | M      | 1               | High School   | Single   | $80K - $120K    | Blue          | 3 - 4         | 2                        | 3                      | 3                     | 28605        | 0                   | 28605           | 5524            | 67             | 0                     |
| 40s          | M      | 4               | Unknown       | Unknown  | $80K - $120K    | Blue          | 3 - 4         | 2                        | 2                      | 2                     | 2886         | 925                 | 1961            | 5481            | 58             | 0,32                  |
| 50s          | F      | 2               | Graduate      | Single   | Unknown         | Platinum      | 2 - 3         | 2                        | 3                      | 3                     | 34516        | 531                 | 33985           | 5418            | 65             | 0,01                  |
| 40s          | F      | 3               | Unknown       | Single   | $40K - $60K     | Blue          | 3 - 4         | 4                        | 3                      | 3                     | 9110         | 2517                | 6593            | 5290            | 69             | 0,28                  |
| 50s          | M      | 2               | Unknown       | Married  | $40K - $60K     | Blue          | 3 - 4         | 4                        | 3                      | 3                     | 13067        | 0                   | 13067           | 5468            | 71             | 0                     |
| 40s          | F      | 3               | High School   | Married  | $40K - $60K     | Blue          | 3 - 4         | 6                        | 2                      | 2                     | 3399         | 0                   | 3399            | 5529            | 78             | 0                     |
| 60s          | F      | 1               | Graduate      | Single   | Less than $40K  | Blue          | 4 - 5         | 1                        | 2                      | 1                     | 3109         | 0                   | 3109            | 5470            | 72             | 0                     |
| 50s          | M      | 2               | Unknown       | Single   | $60K - $80K     | Blue          | 3 - 4         | 2                        | 1                      | 2                     | 2236         | 710                 | 1526            | 2562            | 38             | 0,32                  |
| 30s          | M      | 1               | Unknown       | Single   | $80K - $120K    | Blue          | 1 - 2         | 1                        | 2                      | 2                     | 3711         | 1413                | 2298            | 3922            | 51             | 0,38                  |
| 40s          | F      | 4               | Uneducated    | Married  | Less than $40K  | Blue          | 2 - 3         | 2                        | 2                      | 3                     | 2082         | 1794                | 288             | 3423            | 48             | 0,86                  |
| 40s          | F      | 1               | High School   | Single   | $40K - $60K     | Blue          | 2 - 3         | 4                        | 3                      | 3                     | 2667         | 0                   | 2667            | 4399            | 54             | 0                     |
| 30s          | M      | 2               | College       | Married  | $60K - $80K     | Blue          | 2 - 3         | 1                        | 2                      | 2                     | 3879         | 0                   | 3879            | 7786            | 81             | 0                     |
| 50s          | F      | 1               | College       | Single   | Less than $40K  | Blue          | 3 - 4         | 4                        | 2                      | 2                     | 2783         | 1763                | 1020            | 3967            | 42             | 0,63                  |
| 40s          | F      | 5               | Graduate      | Married  | Less than $40K  | Silver        | 2 - 3         | 6                        | 3                      | 2                     | 14806        | 2517                | 12289           | 4804            | 57             | 0,17                  |
| 40s          | M      | 2               | Graduate      | Single   | $120K +         | Blue          | 3 - 4         | 5                        | 3                      | 4                     | 27742        | 2517                | 25225           | 8646            | 85             | 0,09                  |
| 50s          | F      | 1               | Uneducated    | Single   | Less than $40K  | Silver        | 3 - 4         | 6                        | 2                      | 3                     | 14563        | 1309                | 13254           | 6408            | 70             | 0,09                  |
| 50s          | M      | 2               | Uneducated    | Single   | $80K - $120K    | Blue          | 3 - 4         | 1                        | 3                      | 1                     | 10286        | 0                   | 10286           | 8199            | 59             | 0                     |
| 40s          | M      | 3               | Uneducated    | Married  | $120K +         | Blue          | 2 - 3         | 1                        | 2                      | 3                     | 34516        | 0                   | 34516           | 5603            | 56             | 0                     |
| 40s          | F      | 2               | Unknown       | Married  | Less than $40K  | Blue          | 3 - 4         | 5                        | 2                      | 2                     | 3243         | 0                   | 3243            | 6059            | 71             | 0                     |
| 40s          | M      | 3               | Uneducated    | Married  | $40K - $60K     | Blue          | 2 - 3         | 2                        | 2                      | 5                     | 4572         | 0                   | 4572            | 3555            | 42             | 0                     |
| 40s          | F      | 4               | Graduate      | Single   | Less than $40K  | Platinum      | 3 - 4         | 5                        | 3                      | 4                     | 15987        | 0                   | 15987           | 7681            | 71             | 0                     |
| 60s          | M      | 1               | Graduate      | Unknown  | $60K - $80K     | Blue          | 4 - 5         | 1                        | 1                      | 2                     | 6157         | 581                 | 5576            | 4041            | 65             | 0,09                  |
| 50s          | F      | 3               | Uneducated    | Married  | Less than $40K  | Blue          | 3 - 4         | 5                        | 5                      | 2                     | 3536         | 0                   | 3536            | 3281            | 39             | 0                     |
| 40s          | M      | 4               | Uneducated    | Divorced | $80K - $120K    | Blue          | 2 - 3         | 2                        | 3                      | 2                     | 19333        | 0                   | 19333           | 7847            | 63             | 0                     |
| 60s          | M      | 1               | Uneducated    | Married  | $40K - $60K     | Blue          | 3 - 4         | 6                        | 1                      | 5                     | 3735         | 1175                | 2560            | 8193            | 66             | 0,32                  |
| 60s          | F      | 0               | Uneducated    | Single   | Less than $40K  | Blue          | 2 - 3         | 6                        | 3                      | 3                     | 5780         | 0                   | 5780            | 6613            | 40             | 0                     |
| 50s          | M      | 0               | High School   | Single   | $60K - $80K     | Blue          | 3 - 4         | 4                        | 3                      | 2                     | 3764         | 0                   | 3764            | 6574            | 69             | 0                     |
| 30s          | M      | 3               | Graduate      | Married  | $60K - $80K     | Blue          | 2 - 3         | 2                        | 3                      | 2                     | 6407         | 478                 | 5929            | 9322            | 77             | 0,07                  |
| 40s          | F      | 3               | Unknown       | Married  | $40K - $60K     | Blue          | 2 - 3         | 4                        | 3                      | 6                     | 5822         | 0                   | 5822            | 3240            | 38             | 0                     |
| 30s          | F      | 3               | Graduate      | Married  | Less than $40K  | Gold          | 2 - 3         | 6                        | 3                      | 2                     | 15487        | 1847                | 13640           | 7031            | 67             | 0,12                  |
| 50s          | M      | 3               | High School   | Married  | $80K - $120K    | Silver        | 2 - 3         | 5                        | 3                      | 3                     | 34516        | 2292                | 32224           | 8045            | 71             | 0,07                  |
| 50s          | M      | 1               | Uneducated    | Married  | $80K - $120K    | Blue          | 2 - 3         | 6                        | 2                      | 1                     | 33870        | 0                   | 33870           | 7661            | 61             | 0                     |
| 50s          | M      | 2               | Uneducated    | Unknown  | $120K +         | Blue          | 3 - 4         | 6                        | 2                      | 1                     | 34516        | 397                 | 34119           | 7454            | 81             | 0,01                  |
| 50s          | F      | 4               | Graduate      | Married  | Less than $40K  | Blue          | 2 - 3         | 2                        | 3                      | 6                     | 4005         | 0                   | 4005            | 7022            | 75             | 0                     |
| 60s          | M      | 0               | College       | Married  | $80K - $120K    | Blue          | 4 - 5         | 1                        | 4                      | 2                     | 29239        | 0                   | 29239           | 8169            | 65             | 0                     |
| 40s          | M      | 4               | Graduate      | Single   | $80K - $120K    | Silver        | 2 - 3         | 2                        | 3                      | 6                     | 34516        | 0                   | 34516           | 3526            | 53             | 0                     |
| 30s          | F      | 0               | Graduate      | Single   | Less than $40K  | Blue          | 1 - 2         | 4                        | 2                      | 3                     | 4598         | 0                   | 4598            | 6317            | 77             | 0                     |
| 50s          | M      | 4               | Graduate      | Single   | $80K - $120K    | Silver        | 3 - 4         | 6                        | 4                      | 2                     | 34516        | 230                 | 34286           | 8629            | 65             | 0,01                  |
| 40s          | M      | 5               | Uneducated    | Married  | $80K - $120K    | Blue          | 2 - 3         | 2                        | 3                      | 3                     | 3435         | 2517                | 918             | 5567            | 51             | 0,73                  |
| 40s          | F      | 3               | Graduate      | Single   | Less than $40K  | Blue          | 2 - 3         | 4                        | 3                      | 2                     | 3319         | 0                   | 3319            | 4840            | 44             | 0                     |
| 60s          | M      | 0               | College       | Single   | $80K - $120K    | Blue          | 4 - 5         | 2                        | 4                      | 3                     | 21398        | 0                   | 21398           | 3119            | 53             | 0                     |
| 50s          | F      | 2               | Unknown       | Married  | Less than $40K  | Blue          | 3 - 4         | 2                        | 4                      | 2                     | 4746         | 0                   | 4746            | 7154            | 66             | 0                     |
| 50s          | F      | 5               | Unknown       | Single   | Less than $40K  | Blue          | 2 - 3         | 6                        | 3                      | 5                     | 4668         | 2517                | 2151            | 8331            | 63             | 0,54                  |
| 30s          | F      | 1               | College       | Single   | Less than $40K  | Blue          | 2 - 3         | 4                        | 3                      | 6                     | 4541         | 0                   | 4541            | 7996            | 80             | 0                     |
| 30s          | M      | 0               | Post-Graduate | Married  | Less than $40K  | Blue          | 1 - 2         | 1                        | 2                      | 2                     | 3768         | 0                   | 3768            | 6639            | 71             | 0                     |
| 40s          | M      | 3               | Graduate      | Married  | $40K - $60K     | Blue          | 3 - 4         | 1                        | 4                      | 3                     | 7979         | 0                   | 7979            | 5056            | 63             | 0                     |
| 40s          | M      | 2               | Uneducated    | Single   | $80K - $120K    | Silver        | 2 - 3         | 2                        | 3                      | 3                     | 34516        | 569                 | 33947           | 8570            | 68             | 0,02                  |
| 60s          | M      | 0               | Unknown       | Single   | $120K +         | Blue          | 3 - 4         | 6                        | 3                      | 3                     | 4650         | 1162                | 3488            | 7976            | 74             | 0,25                  |
| 30s          | M      | 1               | High School   | Single   | $40K - $60K     | Blue          | 2 - 3         | 6                        | 3                      | 2                     | 4819         | 2134                | 2685            | 9330            | 64             | 0,44                  |
| 40s          | M      | 3               | High School   | Single   | $80K - $120K    | Blue          | 2 - 3         | 2                        | 3                      | 2                     | 4620         | 0                   | 4620            | 6644            | 61             | 0                     |
| 50s          | M      | 2               | Graduate      | Single   | $60K - $80K     | Blue          | 4 - 5         | 2                        | 4                      | 2                     | 6224         | 0                   | 6224            | 8291            | 69             | 0                     |
| 40s          | F      | 4               | Uneducated    | Married  | $40K - $60K     | Gold          | 2 - 3         | 2                        | 3                      | 3                     | 23981        | 0                   | 23981           | 4536            | 61             | 0                     |
| 30s          | M      | 3               | Graduate      | Married  | $60K - $80K     | Blue          | 1 - 2         | 5                        | 1                      | 3                     | 23399        | 0                   | 23399           | 9356            | 74             | 0                     |
| 50s          | F      | 2               | Graduate      | Married  | Unknown         | Blue          | 2 - 3         | 5                        | 3                      | 2                     | 12494        | 0                   | 12494           | 7026            | 69             | 0                     |
| 30s          | M      | 2               | Graduate      | Single   | $120K +         | Gold          | 1 - 2         | 2                        | 2                      | 3                     | 34516        | 1692                | 32824           | 7486            | 64             | 0,05                  |
| 30s          | M      | 0               | College       | Single   | $60K - $80K     | Blue          | 1 - 2         | 6                        | 2                      | 2                     | 4109         | 0                   | 4109            | 8642            | 77             | 0                     |
| 40s          | M      | 4               | Unknown       | Unknown  | $80K - $120K    | Blue          | 3 - 4         | 1                        | 4                      | 1                     | 7953         | 0                   | 7953            | 8670            | 74             | 0                     |
| 20s          | M      | 0               | Post-Graduate | Divorced | $60K - $80K     | Blue          | 1 - 2         | 2                        | 1                      | 3                     | 8022         | 0                   | 8022            | 5660            | 59             | 0                     |
| 50s          | F      | 1               | Graduate      | Single   | Less than $40K  | Blue          | 3 - 4         | 1                        | 3                      | 2                     | 5541         | 2517                | 3024            | 9195            | 73             | 0,45                  |
| 40s          | M      | 3               | High School   | Married  | $80K - $120K    | Blue          | 2 - 3         | 1                        | 3                      | 2                     | 22993        | 0                   | 22993           | 7867            | 75             | 0                     |
| 30s          | F      | 0               | Graduate      | Divorced | Less than $40K  | Blue          | 1 - 2         | 5                        | 1                      | 1                     | 4203         | 996                 | 3207            | 7292            | 68             | 0,24                  |
| 50s          | F      | 2               | Graduate      | Married  | Less than $40K  | Silver        | 3 - 4         | 6                        | 3                      | 3                     | 12207        | 0                   | 12207           | 5838            | 74             | 0                     |
| 50s          | M      | 3               | Unknown       | Single   | $60K - $80K     | Blue          | 4 - 5         | 1                        | 6                      | 1                     | 5859         | 0                   | 5859            | 8004            | 82             | 0                     |
| 40s          | M      | 3               | Unknown       | Married  | $60K - $80K     | Silver        | 2 - 3         | 1                        | 3                      | 4                     | 27945        | 0                   | 27945           | 8345            | 70             | 0                     |
| 50s          | M      | 1               | Post-Graduate | Unknown  | $80K - $120K    | Blue          | 2 - 3         | 1                        | 3                      | 2                     | 18512        | 1664                | 16848           | 8019            | 57             | 0,09                  |
| 40s          | M      | 5               | Uneducated    | Single   | $80K - $120K    | Blue          | 2 - 3         | 4                        | 3                      | 3                     | 12094        | 0                   | 12094           | 8607            | 90             | 0                     |
| 40s          | F      | 2               | College       | Single   | Less than $40K  | Blue          | 2 - 3         | 4                        | 2                      | 3                     | 5989         | 0                   | 5989            | 5843            | 60             | 0                     |
| 40s          | M      | 5               | High School   | Divorced | $120K +         | Blue          | 2 - 3         | 2                        | 3                      | 2                     | 5287         | 0                   | 5287            | 8392            | 69             | 0                     |
| 40s          | M      | 3               | Graduate      | Single   | $80K - $120K    | Blue          | 1 - 2         | 1                        | 2                      | 2                     | 32554        | 0                   | 32554           | 8528            | 87             | 0                     |
| 30s          | M      | 0               | Post-Graduate | Single   | $40K - $60K     | Blue          | 1 - 2         | 1                        | 1                      | 3                     | 4015         | 0                   | 4015            | 8363            | 65             | 0                     |
| 30s          | M      | 2               | High School   | Single   | $60K - $80K     | Blue          | 2 - 3         | 2                        | 3                      | 2                     | 9719         | 2517                | 7202            | 9183            | 51             | 0,26                  |
| 40s          | M      | 2               | Graduate      | Married  | $80K - $120K    | Blue          | 2 - 3         | 1                        | 3                      | 3                     | 14774        | 2517                | 12257           | 8293            | 63             | 0,17                  |
| 30s          | M      | 4               | Unknown       | Married  | $60K - $80K     | Gold          | 2 - 3         | 4                        | 3                      | 2                     | 34516        | 2517                | 31999           | 8248            | 66             | 0,07                  |
| 40s          | M      | 2               | College       | Married  | $80K - $120K    | Blue          | 2 - 3         | 2                        | 3                      | 3                     | 14682        | 2517                | 12165           | 8193            | 72             | 0,17                  |
| 40s          | M      | 4               | High School   | Married  | $80K - $120K    | Blue          | 2 - 3         | 2                        | 3                      | 2                     | 10588        | 503                 | 10085           | 7886            | 70             | 0,05                  |
| 50s          | F      | 4               | Uneducated    | Divorced | Unknown         | Blue          | 3 - 4         | 4                        | 4                      | 1                     | 12091        | 0                   | 12091           | 8127            | 74             | 0                     |
| 50s          | M      | 4               | Unknown       | Divorced | $120K +         | Blue          | 2 - 3         | 2                        | 2                      | 3                     | 13694        | 2219                | 11475           | 9040            | 63             | 0,16                  |
| 50s          | F      | 2               | High School   | Married  | Less than $40K  | Blue          | 3 - 4         | 4                        | 3                      | 3                     | 9463         | 764                 | 8699            | 7106            | 61             | 0,08                  |
| 30s          | M      | 2               | Graduate      | Married  | Less than $40K  | Silver        | 1 - 2         | 1                        | 1                      | 3                     | 10017        | 726                 | 9291            | 9299            | 68             | 0,07                  |
| 30s          | M      | 2               | Uneducated    | Unknown  | $80K - $120K    | Blue          | 1 - 2         | 1                        | 1                      | 2                     | 31832        | 518                 | 31314           | 10201           | 59             | 0,02                  |
| 30s          | M      | 3               | High School   | Unknown  | $80K - $120K    | Silver        | 1 - 2         | 1                        | 2                      | 3                     | 34516        | 0                   | 34516           | 9177            | 50             | 0                     |
| 40s          | F      | 3               | Doctorate     | Married  | Less than $40K  | Blue          | 2 - 3         | 2                        | 3                      | 2                     | 4779         | 2517                | 2262            | 8912            | 63             | 0,53                  |
| 40s          | M      | 4               | Uneducated    | Single   | $80K - $120K    | Blue          | 2 - 3         | 6                        | 3                      | 2                     | 34516        | 572                 | 33944           | 8659            | 81             | 0,02                  |
| 50s          | F      | 2               | Unknown       | Single   | Unknown         | Silver        | 3 - 4         | 2                        | 2                      | 3                     | 34516        | 1783                | 32733           | 8472            | 80             | 0,05                  |
| 50s          | M      | 1               | Graduate      | Single   | $80K - $120K    | Silver        | 3 - 4         | 6                        | 3                      | 3                     | 34516        | 432                 | 34084           | 9045            | 72             | 0,01                  |
| 40s          | M      | 3               | Graduate      | Divorced | $40K - $60K     | Blue          | 2 - 3         | 1                        | 2                      | 2                     | 3575         | 0                   | 3575            | 7672            | 66             | 0                     |
| 40s          | F      | 2               | Graduate      | Unknown  | $40K - $60K     | Blue          | 2 - 3         | 2                        | 3                      | 3                     | 5508         | 0                   | 5508            | 7507            | 78             | 0                     |
| 50s          | M      | 1               | Uneducated    | Single   | $60K - $80K     | Blue          | 2 - 3         | 6                        | 4                      | 3                     | 15219        | 2281                | 12938           | 7625            | 78             | 0,15                  |
| 40s          | M      | 4               | Graduate      | Married  | $80K - $120K    | Blue          | 2 - 3         | 1                        | 3                      | 6                     | 4725         | 1253                | 3472            | 9134            | 77             | 0,27                  |
| 50s          | F      | 4               | Graduate      | Single   | Less than $40K  | Blue          | 3 - 4         | 1                        | 2                      | 3                     | 3699         | 913                 | 2786            | 7297            | 71             | 0,25                  |
| 40s          | M      | 3               | Graduate      | Unknown  | $60K - $80K     | Gold          | 2 - 3         | 2                        | 3                      | 2                     | 34516        | 2517                | 31999           | 6782            | 67             | 0,07                  |
| 40s          | M      | 4               | Graduate      | Single   | $80K - $120K    | Blue          | 2 - 3         | 2                        | 3                      | 2                     | 3999         | 0                   | 3999            | 7567            | 76             | 0                     |
| 50s          | M      | 3               | Graduate      | Single   | $60K - $80K     | Blue          | 3 - 4         | 2                        | 4                      | 2                     | 4178         | 0                   | 4178            | 7914            | 54             | 0                     |
| 50s          | M      | 1               | Graduate      | Divorced | $80K - $120K    | Blue          | 3 - 4         | 1                        | 3                      | 3                     | 9580         | 132                 | 9448            | 5385            | 51             | 0,01                  |
| 50s          | M      | 2               | Unknown       | Single   | $120K +         | Blue          | 3 - 4         | 2                        | 4                      | 2                     | 14938        | 0                   | 14938           | 8192            | 80             | 0                     |
| 40s          | M      | 2               | Uneducated    | Married  | $80K - $120K    | Blue          | 2 - 3         | 6                        | 2                      | 3                     | 20798        | 1059                | 19739           | 8038            | 90             | 0,05                  |
| 40s          | M      | 2               | Graduate      | Married  | $80K - $120K    | Blue          | 2 - 3         | 4                        | 3                      | 3                     | 24844        | 1273                | 23571           | 6549            | 75             | 0,05                  |
| 40s          | F      | 3               | Post-Graduate | Divorced | Less than $40K  | Blue          | 2 - 3         | 5                        | 3                      | 1                     | 9943         | 2138                | 7805            | 8325            | 54             | 0,21                  |
| 40s          | M      | 0               | College       | Single   | $80K - $120K    | Blue          | 3 - 4         | 2                        | 3                      | 3                     | 16983        | 0                   | 16983           | 8526            | 79             | 0                     |
| 30s          | M      | 2               | Unknown       | Married  | $120K +         | Blue          | 2 - 3         | 6                        | 3                      | 3                     | 34516        | 2517                | 31999           | 7866            | 63             | 0,07                  |
